Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	6q23.3	6	137685367	TNFAIP3	BTF3L4P3 - TNFAIP3	391040	7128		140.92	181.82	rs6920220-A	rs6920220	0	6920220		1	0.22	9E-13	12.04575749		1.22	[1.16-1.29]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	9q33.2	9	120927961	TRAF1,C5	TRAF1			7185			rs3761847-G	rs3761847	0	3761847	intron	0	0.43	2E-7	6.698970004		1.13	[1.08-1.18]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	10p15.1	10	6351298	PRKCQ	DKFZp667F0711			399716			rs4750316-G	rs4750316	0	4750316	ncRNA	0	0.81	2E-6	5.698970004		1.15	[1.09-1.22]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	20q13.12	20	46119308	CD40	CD40			958			rs4810485-T	rs4810485	0	4810485	intron	0	0.25	3E-9	8.522878745		1.18	[1.11-1.25]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	1p34.3	1	38158457	POU3F1	MIR3659 - TUBB6P1	100500801	100418964		69.13	225.39	rs12131057-G	rs12131057	0	12131057		1	0.76	4E-7	6.397940009		1.16	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	15q23	15	69703005	KIF3	RPLP1 - GEMIN8P1	6176	100128431		247.46	100.11	rs17374222-A	rs17374222	0	17374222		1	0.49	2E-6	5.698970004		1.13	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	6p21.32	6	32315077	HLA-DRB1	C6orf10			10665			rs6910071-G	rs6910071	0	6910071	intron	0	0.22	1E-299	299		2.88	[2.73-3.03]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2009-06-17	19503088	Gregersen PK	2009-06-07	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19503088?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.	Rheumatoid arthritis	2,418 European ancestry cases, 4,504 European ancestry controls	2,604 cases, 2,882 controls	2p16.1	2	60937196	REL	REL			5966			rs13017599-A	rs13017599	0	13017599	intron	0	0.34	2E-12	11.69897		1.21	[1.15-1.28]	Illumina [278,502]	N
2009-06-17	19503088	Gregersen PK	2009-06-07	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19503088?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.	Rheumatoid arthritis	2,418 European ancestry cases, 4,504 European ancestry controls	2,604 cases, 2,882 controls	2q33.2	2	203829153	CTLA4	NPM1P33 - CTLA4	100131478	1493		55.65	38.64	rs231735-T	rs231735	0	231735		1	0.51	6E-9	8.22184875		1.17	[1.11-1.23]	Illumina [278,502]	N
2009-06-17	19503088	Gregersen PK	2009-06-07	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19503088?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.	Rheumatoid arthritis	2,418 European ancestry cases, 4,504 European ancestry controls	2,604 cases, 2,882 controls	8p23.1	8	11486464	BLK	FAM167A - BLK	83648	640		19.70	7.55	rs2736340-A	rs2736340	0	2736340		1	0.24	6E-9	8.22184875		1.19	[1.13-1.27]	Illumina [278,502]	N
2009-06-17	19503088	Gregersen PK	2009-06-07	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19503088?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.	Rheumatoid arthritis	2,418 European ancestry cases, 4,504 European ancestry controls	2,604 cases, 2,882 controls	1p13.2	1	113834946	PTPN22	"PTPN22;LOC101928822"			"26191;101928822"			rs2476601-?	rs2476601	0	2476601	"missense;intron"	0	NR	2E-21	20.69897		NR	NR	Illumina [278,502]	N
2009-06-17	19503088	Gregersen PK	2009-06-07	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19503088?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.	Rheumatoid arthritis	2,418 European ancestry cases, 4,504 European ancestry controls	2,604 cases, 2,882 controls	9q33.2	9	120890620	TRAF1, C5	PHF19			26147			rs881375-?	rs881375	0	881375	intron	0	NR	4E-8	7.397940009		NR	NR	Illumina [278,502]	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	1p36.32	1	2622185	MMEL1,TNFRSF14	MMEL1			79258			rs3890745-T	rs3890745	0	3890745	intron	0	0.67	1E-7	7		1.12	[NR]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	7q21.2	7	92617430	CDK6	CDK6			1021			rs42041-G	rs42041	0	42041	intron	0	0.24	4E-6	5.397940009		1.11	[NR]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	9p13.3	9	34710263	CCL21	"CCL21;LOC101929761"			"6366;101929761"			rs2812378-G	rs2812378	0	2812378	"nearGene-5;intron"	0	0.34	3E-8	7.522878745		1.12	[NR]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	12q13.3	12	57574932	KIF5A,PIP4K2C	KIF5A			3798			rs1678542-C	rs1678542	0	1678542	intron	0	0.37	9E-8	7.045757491		1.12	[NR]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	20q13.12	20	46119308	CD40	CD40			958			rs4810485-G	rs4810485	0	4810485	intron	0	0.75	8E-9	8.096910013		1.15	[NR]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	10p15.1	10	6351298	PRKCQ	DKFZp667F0711			399716			rs4750316-G	rs4750316	0	4750316	ncRNA	0	0.20	4E-6	5.397940009		1.14	[NR]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	1p13.2	1	113761186	PTPN22	PHTF1			10745			rs6679677-?	rs6679677	0	6679677	nearGene-5	0	0.10	6E-42	41.22184875		1.79	[1.65-1.94]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	6p21.32	6	32696222	HLA-DRB1	TRNAI25			100189401			rs6457620-?	rs6457620	0	6457620		0	0.50	4E-186	185.39794		2.55	[2.40-2.71]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18794853	Raychaudhuri S	2008-09-14	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/18794853?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	3,393 European ancestry cases, 12,460 European ancestry controls	3,929 European ancestry cases, 5,807 European ancestry controls	6q23.3	6	137685367	OLIG3, TNFIP3	BTF3L4P3 - TNFAIP3	391040	7128		140.92	181.82	rs6920220-?	rs6920220	0	6920220		1	0.22	2E-9	8.698970004		1.24	[1.16-1.32]	"Illumina
[818,728]
Affymetrix
[~340,000]
(imputed)"	N
2008-11-25	18668548	Julia A	2008-08-01	Arthritis Rheum	http://www.ncbi.nlm.nih.gov/pubmed/18668548?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of rheumatoid arthritis in the Spanish population: KLF12 as a risk locus for rheumatoid arthritis susceptibility.	Rheumatoid arthritis	400 European ancestry cases, 400 European ancestry controls	410 European ancestry cases, 394 European ancestry controls	18q23	18	78649597	SALL3	LINC01029 - SALL3	101927715	27164		655.87	330.68	rs2002842-A	rs2002842	0	2002842		1	0.49	6E-6	5.22184875		1.61	[NR]	"Illumina
[299,918]"	N
2008-11-25	18668548	Julia A	2008-08-01	Arthritis Rheum	http://www.ncbi.nlm.nih.gov/pubmed/18668548?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of rheumatoid arthritis in the Spanish population: KLF12 as a risk locus for rheumatoid arthritis susceptibility.	Rheumatoid arthritis	400 European ancestry cases, 400 European ancestry controls	410 European ancestry cases, 394 European ancestry controls	6p21.32	6	32696074	HLA-DQA1, HLA-DQA2	TRNAI25			100189401			rs6457617-?	rs6457617	0	6457617		0	NR	1E-9	9		NR	NR	"Illumina
[299,918]"	N
2008-11-25	17982456	Plenge RM	2007-11-04	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/17982456?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Two independent alleles at 6q23 associated with risk of rheumatoid arthritis.	Rheumatoid arthritis	"397 cases,
1,211 Framingham individuals"	"2,283 cases,
3,258 controls"	6q23.3	6	137681500	TNFAIP3, OLIG3	BTF3L4P3 - TNFAIP3	391040	7128		137.06	185.69	rs10499194-C	rs10499194	0	10499194		1	0.71	1E-9	9		1.33	[1.15-1.52]	"Affymetrix
[79,853]"	N
2008-11-25	17982456	Plenge RM	2007-11-04	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/17982456?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Two independent alleles at 6q23 associated with risk of rheumatoid arthritis.	Rheumatoid arthritis	"397 cases,
1,211 Framingham individuals"	"2,283 cases,
3,258 controls"	6q23.3	6	137685367	TNFAIP3, OLIG3	BTF3L4P3 - TNFAIP3	391040	7128		140.92	181.82	rs6920220-?	rs6920220	0	6920220		1	0.20	1E-7	7		1.22	[NR]	"Affymetrix
[79,853]"	N
2008-11-25	17804836	Plenge RM	2007-09-05	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/17804836?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	Rheumatoid arthritis	"1,493 cases,
1,831 controls"	"1,053 cases,
1,858 controls"	9q33.2	9	120927961	TRAF1-C5	TRAF1			7185			rs3761847-G	rs3761847	0	3761847	intron	0	0.41	4E-14	13.39794001		1.32	[1.23-1.42]	Illumina [297,086]	N
2008-11-25	17804836	Plenge RM	2007-09-05	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/17804836?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	Rheumatoid arthritis	"1,493 cases,
1,831 controls"	"1,053 cases,
1,858 controls"	1p13.2	1	113834946	PTPN22	"PTPN22;LOC101928822"			"26191;101928822"			rs2476601-?	rs2476601	0	2476601	"missense;intron"	0	0.10	2E-11	10.69897		1.72	[NR]	Illumina [297,086]	N
2008-11-25	17804836	Plenge RM	2007-09-05	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/17804836?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	Rheumatoid arthritis	"1,493 cases,
1,831 controls"	"1,053 cases,
1,858 controls"	6p21.32	6	32609603	HLA-DRB1	TRNAI25			100189401			rs660895-?	rs660895	0	660895		0	0.21	1E-108	108		3.62	[NR]	Illumina [297,086]	N
2008-11-25	17554300	WTCCC	2007-06-07	Nature	http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Rheumatoid arthritis	"1,860 cases,
2,938 controls"	NR	7q32.3	7	131685280	Intergenic	RPS14P10 - RPS15AP22	647034	100271557		19.50	16.94	rs11761231-C	rs11761231	0	11761231		1	0.62	4E-7	6.397940009	(sex-differentiated)	1.32	[NR] (women)	"Affymetrix
[469,557]"	N
2008-11-25	17554300	WTCCC	2007-06-07	Nature	http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Rheumatoid arthritis	"1,860 cases,
2,938 controls"	NR	22q12.3	22	37155567	NR	IL2RB - C1QTNF6	3560	114904		5.65	24.60	rs743777-G	rs743777	0	743777		1	0.29	1E-6	6		1.09	[0.97-1.24]	"Affymetrix
[469,557]"	N
2008-11-25	17554300	WTCCC	2007-06-07	Nature	http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Rheumatoid arthritis	"1,860 cases,
2,938 controls"	NR	21q22.2	21	41139991	NR	YRDCP3 - LINC00323	100861429	284835		275.52	1.51	rs2837960-G	rs2837960	0	2837960		1	0.17	2E-6	5.698970004		1.05	[0.93-1.20]	"Affymetrix
[469,557]"	N
2008-11-25	17554300	WTCCC	2007-06-07	Nature	http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Rheumatoid arthritis	"1,860 cases,
2,938 controls"	NR	4p15.2	4	25415622	NR	ANAPC4			29945			rs3816587-C	rs3816587	0	3816587	ncRNA	0	0.41	9E-6	5.045757491		1.09	[0.96-1.25]	"Affymetrix
[469,557]"	N
2008-11-25	17554300	WTCCC	2007-06-07	Nature	http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Rheumatoid arthritis	"1,860 cases,
2,938 controls"	NR	6p21.32	6	32606394	HLA-DRB1	TRNAI25			100189401			rs615672-?	rs615672	0	615672		0	NR	8E-27	26.09691001		NR	NR	"Affymetrix
[469,557]"	N
2008-11-25	17554300	WTCCC	2007-06-07	Nature	http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Rheumatoid arthritis	"1,860 cases,
2,938 controls"	NR	1p13.2	1	113761186	PTPN22	PHTF1			10745			rs6679677-A	rs6679677	0	6679677	nearGene-5	0	0.10	6E-25	24.22184875		1.98	[1.72-2.27]	"Affymetrix
[469,557]"	N
2008-11-25	17554300	WTCCC	2007-06-07	Nature	http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Rheumatoid arthritis	"1,860 cases,
2,938 controls"	NR	6p21.32	6	32696074	MHC	TRNAI25			100189401			rs6457617-T	rs6457617	0	6457617		0	0.49	5E-75	74.30103		2.36	[1.97-2.84]	"Affymetrix
[469,557]"	N
